date_time,site,variable,value
2022-04-08T02:00:00Z,Kalauhaihai,mv,-22.72
2022-04-08T02:00:00Z,Kalauhaihai,pH,7.24
2022-04-08T02:10:00Z,Kalauhaihai,temp_celsius,22.72
2022-04-08T02:10:00Z,Kalauhaihai,mv,-22.74
2022-04-08T02:10:00Z,Kalauhaihai,pH,7.24
2022-04-08T02:20:00Z,Kalauhaihai,temp_celsius,22.72
2022-04-08T02:20:00Z,Kalauhaihai,mv,-22.74
2022-04-08T02:20:00Z,Kalauhaihai,pH,7.24
2022-04-08T02:30:00Z,Kalauhaihai,temp_celsius,22.69
2022-04-08T02:30:00Z,Kalauhaihai,mv,-22.75
2022-04-08T02:30:00Z,Kalauhaihai,pH,7.24
2022-04-08T02:40:00Z,Kalauhaihai,temp_celsius,22.69
2022-04-08T02:40:00Z,Kalauhaihai,mv,-22.77
2022-04-08T02:40:00Z,Kalauhaihai,pH,7.24
2022-04-08T02:50:00Z,Kalauhaihai,temp_celsius,22.69
2022-04-08T02:50:00Z,Kalauhaihai,mv,-22.77
2022-04-08T02:50:00Z,Kalauhaihai,pH,7.24
2022-04-08T03:00:00Z,Kalauhaihai,temp_celsius,22.69
2022-04-08T03:00:00Z,Kalauhaihai,mv,-22.8
2022-04-08T03:00:00Z,Kalauhaihai,pH,7.24
2022-04-08T03:10:00Z,Kalauhaihai,temp_celsius,22.69
2022-04-08T03:10:00Z,Kalauhaihai,mv,-22.81
2022-04-08T03:10:00Z,Kalauhaihai,pH,7.24
2022-04-08T03:20:00Z,Kalauhaihai,temp_celsius,22.67
2022-04-08T03:20:00Z,Kalauhaihai,mv,-22.81
2022-04-08T03:20:00Z,Kalauhaihai,pH,7.24
2022-04-08T03:30:00Z,Kalauhaihai,temp_celsius,22.67
2022-04-08T03:30:00Z,Kalauhaihai,mv,-22.83
2022-04-08T03:30:00Z,Kalauhaihai,pH,7.24
2022-04-08T03:40:00Z,Kalauhaihai,temp_celsius,22.67
2022-04-08T03:40:00Z,Kalauhaihai,mv,-22.84
2022-04-08T03:40:00Z,Kalauhaihai,pH,7.24
2022-04-08T03:50:00Z,Kalauhaihai,temp_celsius,22.67
2022-04-08T03:50:00Z,Kalauhaihai,mv,-22.84
2022-04-08T03:50:00Z,Kalauhaihai,pH,7.24
2022-04-08T04:00:00Z,Kalauhaihai,temp_celsius,22.67
2022-04-08T04:00:00Z,Kalauhaihai,mv,-22.86
2022-04-08T04:00:00Z,Kalauhaihai,pH,7.24
2022-04-08T04:10:00Z,Kalauhaihai,temp_celsius,22.64
2022-04-08T04:10:00Z,Kalauhaihai,mv,-22.88
2022-04-08T04:10:00Z,Kalauhaihai,pH,7.24
2022-04-08T04:20:00Z,Kalauhaihai,temp_celsius,22.64
2022-04-08T04:20:00Z,Kalauhaihai,mv,-22.88
2022-04-08T04:20:00Z,Kalauhaihai,pH,7.24
2022-04-08T04:30:00Z,Kalauhaihai,temp_celsius,22.64
2022-04-08T04:30:00Z,Kalauhaihai,mv,-22.89
2022-04-08T04:30:00Z,Kalauhaihai,pH,7.24
2022-04-08T04:40:00Z,Kalauhaihai,temp_celsius,22.64
2022-04-08T04:40:00Z,Kalauhaihai,mv,-22.89
2022-04-08T04:40:00Z,Kalauhaihai,pH,7.24
2022-04-08T04:50:00Z,Kalauhaihai,temp_celsius,22.64
2022-04-08T04:50:00Z,Kalauhaihai,mv,-22.91
2022-04-08T04:50:00Z,Kalauhaihai,pH,7.24
2022-04-08T05:00:00Z,Kalauhaihai,temp_celsius,22.64
2022-04-08T05:00:00Z,Kalauhaihai,mv,-22.92
2022-04-08T05:00:00Z,Kalauhaihai,pH,7.24
2022-04-08T05:10:00Z,Kalauhaihai,temp_celsius,22.64
2022-04-08T05:10:00Z,Kalauhaihai,mv,-22.94
2022-04-08T05:10:00Z,Kalauhaihai,pH,7.24
2022-04-08T05:20:00Z,Kalauhaihai,temp_celsius,22.64
