"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/02/05","11:06","1.069","-","1.27"
"2023/02/05","11:12","1.116","-","1.31"
"2023/02/05","11:18","1.163","-","1.37"
"2023/02/05","11:24","1.209","-","1.43"
"2023/02/05","11:30","1.255","-","1.45"
"2023/02/05","11:36","1.3","-","1.48"
"2023/02/05","11:42","1.345","-","1.53"
"2023/02/05","11:48","1.388","-","1.58"
"2023/02/05","11:54","1.431","-","1.61"
"2023/02/05","12:00","1.473","-","1.63"
"2023/02/05","12:06","1.514","-","1.64"
"2023/02/05","12:12","1.554","-","1.69"
"2023/02/05","12:18","1.592","-","1.75"
"2023/02/05","12:24","1.629","-","1.75"
"2023/02/05","12:30","1.665","-","1.79"
"2023/02/05","12:36","1.7","-","1.83"
"2023/02/05","12:42","1.733","-","1.84"
"2023/02/05","12:48","1.764","-","1.84"
"2023/02/05","12:54","1.794","-","1.9"
"2023/02/05","13:00","1.822","-","1.95"
"2023/02/05","13:06","1.848","-","1.93"
"2023/02/05","13:12","1.873","-","1.93"
"2023/02/05","13:18","1.895","-","2.02"
"2023/02/05","13:24","1.916","-","2.02"
"2023/02/05","13:30","1.934","-","2.01"
"2023/02/05","13:36","1.951","-","2.04"
"2023/02/05","13:42","1.965","-","2.05"
"2023/02/05","13:48","1.978","-","2.05"
"2023/02/05","13:54","1.988","-","2.06"
"2023/02/05","14:00","1.996","-","2.11"
"2023/02/05","14:06","2.001","-","2.09"
"2023/02/05","14:12","2.005","-","2.11"
"2023/02/05","14:18","2.006","-","2.11"
"2023/02/05","14:24","2.005","-","2.11"
"2023/02/05","14:30","2.002","-","2.09"
"2023/02/05","14:36","1.997","-","2.08"
"2023/02/05","14:42","1.989","-","2.07"
"2023/02/05","14:48","1.979","-","2.03"
"2023/02/05","14:54","1.967","-","2.07"
"2023/02/05","15:00","1.953","-","2.03"
"2023/02/05","15:06","1.936","-","2.02"
"2023/02/05","15:12","1.918","-","2"
"2023/02/05","15:18","1.897","-","1.96"
"2023/02/05","15:24","1.875","-","1.95"
"2023/02/05","15:30","1.851","-","1.89"
"2023/02/05","15:36","1.825","-","1.88"
"2023/02/05","15:42","1.797","-","1.87"
"2023/02/05","15:48","1.768","-","1.83"
"2023/02/05","15:54","1.737","-","1.8"
"2023/02/05","16:00","1.704","-","1.76"
"2023/02/05","16:06","1.67","-","1.71"
"2023/02/05","16:12","1.635","-","1.67"
"2023/02/05","16:18","1.598","-","1.63"
"2023/02/05","16:24","1.561","-","1.61"
"2023/02/05","16:30","1.522","-","1.58"
